Country Name,Año,Migración neta,Desempleo,PIB per cápita (US$ a precios actuales),hdi,Esperanza_vida,Año_prom_esc,PBI_per_cap_aj
Argentina,1990,6021.0,,4330.96745108666,0.723,71.7837,8.126089428,13597.68636
Argentina,1991,-8569.0,5.44,5730.72380988423,0.73,72.319,8.192950249,14803.99888
Argentina,1992,-13201.0,6.36,6815.33162293557,0.735,72.4295,8.260361195,15940.72602
Argentina,1993,-16383.0,10.1,6957.41749889251,0.739,72.5646,8.327772141,17132.68448
Argentina,1994,-18725.0,11.76,7464.4747368819,0.744,73.1725,8.395183086,17874.84399
Argentina,1995,-19736.0,18.8,7383.70450960064,0.745,73.1333,8.462594032,17091.77126
Argentina,1996,-20396.0,17.11,7690.15700254783,0.751,73.3066,8.530004978,17782.84547
Argentina,1997,-20588.0,14.82,8176.77119517435,0.756,73.0899,8.597415924,18984.60422
Argentina,1998,-20331.0,12.65,8250.67317414321,0.762,73.4737,8.66482687,19427.08332
Argentina,1999,-20220.0,14.05,7735.32208018486,0.773,73.7219,8.732237816,18535.78094
Argentina,2000,-22770.0,15.0,7666.51783423783,0.779,73.926,8.799648762,18180.44981
Argentina,2001,-22787.0,17.32,7168.97587232911,0.784,74.1864,8.867059708,17153.2977
Argentina,2002,-22668.0,19.59,2579.48876933284,0.785,74.408,9.391139984,14727.85071
Argentina,2003,-22353.0,15.36,3333.15290388997,0.793,74.0801,9.915220261,16057.21074
Argentina,2004,-22336.0,13.52,4258.16026060875,0.798,74.8549,10.00709343,16058.54354
Argentina,2005,-21961.0,11.51,5086.62776073134,0.802,75.1388,10.0989666,17271.06449
Argentina,2006,-19958.0,10.08,5890.97800169795,0.814,75.4326,10.19083977,20131.40256
Argentina,2007,-18051.0,8.47,7210.59554755899,0.817,75.0057,10.29859972,21872.98639
Argentina,2008,-12450.0,7.84,8977.50685093365,0.825,75.6411,10.40635967,22558.47112
Argentina,2009,-7869.0,8.65,8184.38988923991,0.827,75.9359,10.54321003,20884.44997
Argentina,2010,-4970.0,7.71,10385.9644319555,0.834,75.7208,10.59963989,22734.96712
Argentina,2011,-1011.0,7.18,12848.7404762598,0.841,76.124,10.69979,23944.3551
Argentina,2012,3127.0,7.22,13082.664325572,0.843,76.4669,10.78507042,23557.51314
Argentina,2013,5369.0,7.1,13080.2547323367,0.845,76.4908,10.89459991,23915.41972
Argentina,2014,5801.0,7.27,12334.7982453893,0.846,76.7549,10.90851021,23087.86964
Argentina,2015,5522.0,7.524,13789.060424772,0.848,76.7602,10.91755009,23508.76738
Argentina,2016,5215.0,8.109,12790.2640639201,0.847,76.3077,10.92819023,22694.2851
Argentina,2017,4926.0,8.35,14613.035714704,0.851,76.833,11.01644516,22996.67142
Argentina,2018,4690.0,9.22,11795.1628852236,0.85,76.9994,11.10470009,21924.73119
Argentina,2019,4478.0,9.84,9963.67423069626,0.852,77.2845,11.14726927,21197.74104
Argentina,2020,2344.0,11.46,8496.428156755,0.84,75.8921,11.14726927,19178.33184
Argentina,2021,2344.0,8.74,10636.1155301986,0.842,75.3899,11.14726927,20925.26814
Antigua y Barbuda,1990,-1145.0,,7255.40630322086,,73.4922,,13560.30944
Antigua y Barbuda,1991,223.0,,7569.96900096501,,73.4354,,14154.41386
Antigua y Barbuda,1992,405.0,,7721.76311853696,,73.4168,,14185.23142
Antigua y Barbuda,1993,484.0,,8129.14412118471,,73.4819,,14895.35744
Antigua y Barbuda,1994,513.0,,8788.01332343794,,73.5912,,15516.76116
Antigua y Barbuda,1995,528.0,,8440.03452559258,,73.6363,,14501.13254
Antigua y Barbuda,1996,478.0,,9079.48121192054,,73.8291,,15209.58976
Antigua y Barbuda,1997,493.0,,9556.83280236062,,73.9603,,15843.65803
Antigua y Barbuda,1998,465.0,,10029.4777498107,,74.0413,,16310.15498
Antigua y Barbuda,1999,390.0,,10379.1604015118,,74.3467,,16557.38996
Antigua y Barbuda,2000,271.0,,11010.1974601342,,74.6058,7.026353,16065.83719
Antigua y Barbuda,2001,148.0,,10502.9388110146,,75.0781,8.911,15678.54545
Antigua y Barbuda,2002,51.0,,10549.6661892802,,75.5357,8.962747824,15586.60406
Antigua y Barbuda,2003,41.0,,10968.8926839103,,75.4778,9.014495648,16396.23817
Antigua y Barbuda,2004,101.0,,11650.8484770858,,75.6721,9.066243472,16972.51905
Antigua y Barbuda,2005,202.0,,12808.0101536637,,75.8254,9.117991296,18213.73908
Antigua y Barbuda,2006,314.0,,14310.6862347854,,75.7647,9.169739121,20253.5277
Antigua y Barbuda,2007,372.0,,16006.1361107498,0.802,76.1311,9.221486945,21792.18713
Antigua y Barbuda,2008,369.0,,16457.1040632589,0.801,76.4103,9.273234769,21504.71644
Antigua y Barbuda,2009,338.0,,14530.5986896353,0.795,76.6694,9.324982593,18698.75383
Antigua y Barbuda,2010,295.0,,13404.5160161036,0.79,76.8195,9.2361755,17233.05965
Antigua y Barbuda,2011,247.0,,13117.1469408968,0.783,77.1038,8.99,16539.63424
Antigua y Barbuda,2012,203.0,,13686.4765853976,0.787,77.3502,9.03495,16745.79664
Antigua y Barbuda,2013,156.0,,13350.149136673,0.787,77.5834,9.08012475,16722.97555
Antigua y Barbuda,2014,108.0,,14004.8112122163,0.789,77.8577,9.125525374,17119.31079
Antigua y Barbuda,2015,60.0,,14861.8827074704,0.791,77.9127,9.171153001,17679.66135
Antigua y Barbuda,2016,16.0,,15862.6516627488,0.794,78.1516,9.217008766,18421.76805
Antigua y Barbuda,2017,0.0,,16110.31239978,0.795,78.2683,9.263093809,18775.95101
Antigua y Barbuda,2018,0.0,,17514.3558637327,0.798,78.5112,9.293740746,19857.12506
Antigua y Barbuda,2019,0.0,,18187.7797117112,0.8,78.6912,9.293740746,20600.95888
Antigua y Barbuda,2020,0.0,,15284.7723835378,0.788,78.8406,9.293740746,16265.29515
Antigua y Barbuda,2021,0.0,,16740.3481963818,0.788,78.4968,9.293740746,16792.36595
Bahamas,1990,241.0,,11696.5113658614,,70.1331,10.01280022,36393.867
Bahamas,1991,416.0,12.17,11269.9505176448,,69.6157,10.11538124,34188.60611
Bahamas,1992,436.0,14.81,11025.8783642405,,70.6679,10.21796227,33169.54419
Bahamas,1993,448.0,12.72,10730.0009716689,,70.6559,10.32054329,32220.53644
Bahamas,1994,458.0,13.83,11085.1471273516,,70.8507,10.42312431,32643.14922
Bahamas,1995,463.0,10.83,11447.0178999446,0.781,70.7628,10.52570534,38786.12237
Bahamas,1996,457.0,11.46,11835.386789885,0.787,70.7101,10.62828636,42678.66489
Bahamas,1997,448.0,9.76,20415.7061749809,0.784,71.0541,10.73086739,36785.57838
Bahamas,1998,442.0,7.65,21665.3878591494,0.785,71.4558,10.83344841,34590.18534
Bahamas,1999,426.0,7.45,23991.7008043163,0.794,71.7709,10.93602943,38865.67228
Bahamas,2000,843.0,7.196,24849.6064784902,0.799,72.0411,11.03861046,39901.26785
Bahamas,2001,293.0,6.87,25234.1441512502,0.801,72.1101,11.1210104,40073.99923
Bahamas,2002,634.0,9.05,26590.1401788013,0.804,72.2316,11.20341034,40554.62262
Bahamas,2003,951.0,10.84,26204.8804986853,0.805,72.402,11.28581028,39519.27671
Bahamas,2004,1031.0,10.2,26393.4139538137,0.807,72.478,11.36821022,39247.84764
Bahamas,2005,800.0,10.2,28280.870835298,0.811,72.7654,11.45061016,39692.55098
Bahamas,2006,1737.0,7.54,28829.8493750425,0.813,72.855,11.5330101,39840.39471
Bahamas,2007,1728.0,7.88,29687.865215033,0.812,72.6785,11.61541004,39614.97103
Bahamas,2008,1476.0,8.18,29013.6302870767,0.812,72.6671,11.69780998,38684.88747
Bahamas,2009,1617.0,14.25,27120.6905452145,0.81,72.5794,11.78020992,36134.3892
Bahamas,2010,1899.0,14.321,27046.6576651879,0.812,72.7314,11.86260986,35920.83007
Bahamas,2011,1384.0,14.52,26644.9265775896,0.812,72.5638,11.94677192,35756.02322
Bahamas,2012,1048.0,14.02,28059.6553953426,0.815,72.7528,12.03153108,36161.31277
Bahamas,2013,1001.0,16.18,27389.6019706988,0.816,73.0237,12.11689158,34438.39196
Bahamas,2014,1001.0,13.8,28720.6621934516,0.82,73.3658,12.20285769,34482.273
Bahamas,2015,1001.0,12.0,29724.9533355233,0.82,73.104,12.28943371,34554.60314
Bahamas,2016,1001.0,12.7,29675.5358910641,0.823,73.5368,12.37662396,34055.54939
Bahamas,2017,1001.0,9.8,30708.9870181946,0.825,73.6317,12.46443281,34332.57146
Bahamas,2018,1001.0,10.0,31483.9788408235,0.827,73.8057,12.55286464,34103.97568
Bahamas,2019,1001.0,10.051,32279.0113630465,0.816,71.205,12.64192386,34676.98987
Bahamas,2020,0.0,12.867,23998.2680191207,0.815,72.6766,12.64192386,29190.8387
Bahamas,2021,485.0,11.665,28260.4325506367,0.812,71.5983,12.64192386,30486.18429
Belice,1990,-1793.0,,3009.49126179562,0.593,70.7437,5.451236009,4743.719883
Belice,1991,-1698.0,9.73,3212.45079426371,0.6,70.2484,5.618259907,5186.014425
Belice,1992,-1635.0,9.716,3644.26507758843,0.608,69.9793,5.790401357,5673.896736
Belice,1993,-1525.0,9.78,3867.60532915845,0.614,69.9882,5.962542806,5904.410378
Belice,1994,-802.0,11.1,3888.29529876623,0.618,70.3164,6.134684256,5722.466023
Belice,1995,273.0,12.48,4021.00650435261,0.62,69.8874,6.306825706,5653.391991
Belice,1996,1358.0,13.82,4057.85360274495,0.623,69.8058,6.478967156,5530.133994
Belice,1997,2070.0,12.68,3997.84448016507,0.625,69.2118,6.651108606,5560.387565
Belice,1998,2152.0,14.31,4063.90196836915,0.626,68.5988,6.823250055,5485.373795
Belice,1999,1963.0,12.84,4189.35002771416,0.633,68.7734,6.995391505,5709.69359
Belice,2000,1678.0,10.869,4642.1470345998,0.64,68.5645,7.167532955,6172.05154
Belice,2001,1912.0,9.07,4687.62595727529,0.643,68.3572,7.339674405,6175.395903
Belice,2002,1977.0,10.04,4816.65084555075,0.652,68.7521,7.511815854,6314.851064
Belice,2003,2199.0,10.257,4916.70391442359,0.66,68.9091,7.683957304,6622.584104
Belice,2004,2330.0,10.594,5106.05303386642,0.667,69.227,7.856098754,6631.299416
Belice,2005,2397.0,10.91,5212.66161390994,0.664,69.3757,8.028240204,6639.189164
Belice,2006,2598.0,9.39,5475.72290971811,0.68,70.0932,8.519836235,6783.15037
Belice,2007,2707.0,8.51,5707.11336494231,0.685,70.6549,9.011432266,6482.838471
Belice,2008,2702.0,8.18,5656.40836062302,0.693,71.1507,9.503028297,6581.705358
Belice,2009,2694.0,8.244,5348.9978387566,0.701,71.8186,9.994624329,6801.750993
Belice,2010,1644.0,8.244,5397.29157482319,0.707,72.2716,10.48622036,6626.182113
Belice,2011,1583.0,8.284,5521.36627642336,0.709,72.6512,10.32235832,6807.410431
Belice,2012,1529.0,8.308,5645.89582239311,0.713,73.245,10.15849628,6727.632762
Belice,2013,1504.0,8.35,5887.93343545467,0.712,73.6661,9.994634247,6677.827034
Belice,2014,1452.0,8.24,6068.08860885237,0.709,73.3107,9.830772209,6746.986802
Belice,2015,1363.0,7.58,6142.47883269283,0.708,73.1866,9.666910172,6960.046024
Belice,2016,1283.0,7.0,6148.70696109313,0.712,73.3988,9.503048134,6766.32689
Belice,2017,1222.0,6.6,6100.99468097883,0.707,73.5624,9.339186096,6709.03456
Belice,2018,1185.0,7.814,6059.16255306675,0.706,73.7031,9.175324059,6699.038968
Belice,2019,1164.0,9.05,6210.56554311929,0.705,73.9313,9.011462021,6676.34074
Belice,2020,0.0,10.788,5266.87616004213,0.69,72.854,8.847599983,5897.150457
Belice,2021,577.0,10.29,6228.26730928353,0.683,70.4697,8.847599983,6309.099778
Bolivia,1990,-21915.0,,685.942717677007,0.55,56.4221,5.993671061,4352.021297
Bolivia,1991,-22984.0,2.98,737.521373292754,0.56,57.0973,6.101269806,4514.77491
Bolivia,1992,-24002.0,3.262,763.260674165111,0.568,57.6287,6.210800171,4546.299023
Bolivia,1993,-24702.0,3.089,760.117622367747,0.578,58.4179,6.322296831,4640.757945
Bolivia,1994,-24528.0,3.08,777.416092019528,0.587,58.9886,6.433793492,4782.391567
Bolivia,1995,-23615.0,2.752,856.365112939149,0.598,59.5337,6.545290152,4901.615566
Bolivia,1996,-22473.0,2.44,925.849118902379,0.609,60.0837,6.656786813,5023.763057
Bolivia,1997,-21294.0,2.08,973.96257045664,0.62,60.7521,6.768283473,5183.911654
Bolivia,1998,-20022.0,2.13,1025.40943255123,0.632,61.3317,6.879780134,5367.560988
Bolivia,1999,-18562.0,2.432,981.75292194332,0.631,61.8711,6.991276794,5262.26532
Bolivia,2000,-17675.0,2.373,977.329470360318,0.632,62.3461,7.102773454,5275.462989
Bolivia,2001,-16536.0,2.479,930.875731258944,0.632,62.8426,7.214270115,5267.650673
Bolivia,2002,-16253.0,2.49,888.198576030752,0.63,63.3064,7.152404118,5296.847675
Bolivia,2003,-15499.0,2.533,892.355380474993,0.627,63.6348,7.09053812,5275.975292
Bolivia,2004,-15173.0,2.503,951.951622939377,0.626,64.0041,7.028672123,5355.225273
Bolivia,2005,-14657.0,2.543,1018.31366190632,0.635,64.3856,6.966806126,5518.227019
Bolivia,2006,-14110.0,2.575,1200.06809196654,0.638,64.7793,6.904940128,5702.749959
Bolivia,2007,-13667.0,2.643,1351.03515410788,0.645,65.0267,7.052365065,5847.291121
Bolivia,2008,-13417.0,2.6,1687.57856734657,0.652,65.4459,7.199790001,6132.917282
Bolivia,2009,-13056.0,2.97,1725.14628617645,0.658,65.8803,7.481540203,6198.642658
Bolivia,2010,-12592.0,2.614,1922.05866181583,0.662,66.1624,7.712310155,6292.090086
Bolivia,2011,-12107.0,2.25,2304.98229547312,0.668,66.5337,7.943080107,6535.789314
Bolivia,2012,-11688.0,2.07,2562.46678423329,0.674,66.7046,8.17385006,6608.287066
Bolivia,2013,-11371.0,2.44,2853.79716191598,0.682,67.0207,8.425590197,6937.038027
Bolivia,2014,-10972.0,2.02,3022.46288443562,0.684,67.1632,8.677330335,7313.415069
Bolivia,2015,-10525.0,3.11,2975.64881143063,0.69,67.3182,8.929070473,7718.194007
Bolivia,2016,-10071.0,3.5,3013.50270721666,0.701,67.6277,9.162832737,8056.443085
Bolivia,2017,-9669.0,3.65,3280.0082139387,0.708,67.7015,9.396595001,8174.492977
Bolivia,2018,-9345.0,3.52,3471.0069506501,0.714,67.748,9.630357265,8443.883853
Bolivia,2019,-8978.0,3.68,3472.38083136442,0.717,67.841,9.86411953,8542.603358
Bolivia,2020,-4666.0,7.9,3068.81255516456,0.694,64.4667,9.827750206,7756.177294
Bolivia,2021,-4666.0,5.09,3345.19658838387,0.692,63.6304,9.827750206,8111.190194
Brasil,1990,6457.0,,3085.39621553317,0.61,65.9848,3.685384501,10253.78902
Brasil,1991,-30659.0,6.366,2659.04855834441,0.616,66.3096,3.831340323,10211.33142
Brasil,1992,-20270.0,6.42,2505.22503287296,0.622,66.7082,3.977296144,10017.57126
Brasil,1993,-21956.0,6.03,2766.3284771876,0.63,67.1092,4.123251966,10283.33104
Brasil,1994,-11642.0,6.47,3393.14292559822,0.638,67.5684,4.269207788,10554.70878
Brasil,1995,-26337.0,7.09,4704.96154610973,0.646,67.9191,4.41516361,11087.6094
Brasil,1996,-24330.0,8.03,5121.90540734464,0.653,68.409,4.5866617,11019.85187
Brasil,1997,-20429.0,9.0,5240.12879606607,0.66,68.8128,4.758159791,11160.76534
Brasil,1998,-22409.0,10.15,5049.76611957929,0.666,69.1885,4.929657882,10889.91945
Brasil,1999,-26152.0,11.13,3456.42359489537,0.671,69.5237,5.101155972,10697.77103
Brasil,2000,-1761.0,10.53,3726.81142041068,0.679,69.7367,5.272654063,11279.41358
Brasil,2001,3453.0,10.65,3142.23552848117,0.686,70.1949,5.449625497,11240.23556
Brasil,2002,6018.0,10.64,2824.71539582671,0.692,70.4103,5.626596931,11415.26383
Brasil,2003,-16908.0,11.17,3056.64968001868,0.688,70.7204,5.803568365,11423.91049
Brasil,2004,-5390.0,10.07,3623.22390486815,0.692,71.1307,5.980539799,11962.88351
Brasil,2005,-42926.0,10.55,4773.26848028038,0.698,71.7533,6.150349855,12212.20034
Brasil,2006,-34007.0,9.69,5866.02431314405,0.7,72.0373,6.320159912,12605.81821
Brasil,2007,-30331.0,9.28,7323.19034003928,0.704,72.3653,6.501580238,13284.63248
Brasil,2008,-35373.0,8.27,8801.75947547502,0.715,72.7153,6.671150208,13778.06542
Brasil,2009,-29357.0,9.42,8569.90180523381,0.717,72.9484,6.768959999,13653.35701
Brasil,2010,16843.0,8.034,11249.2937410718,0.723,73.1821,6.878170013,14414.12776
Brasil,2011,33631.0,7.58,13200.5581661879,0.728,73.3432,7.006090164,14925.8874
Brasil,2012,43451.0,7.25,12327.5155558345,0.732,73.5517,7.215769768,15088.3882
Brasil,2013,35308.0,7.07,12258.5648491717,0.75,73.9185,7.287489891,15584.11902
Brasil,2014,24940.0,6.76,12071.4046547485,0.754,74.3058,7.379069805,15454.76924
Brasil,2015,4764.0,8.56,8783.21441310718,0.753,74.3325,7.506820202,14780.05656
Brasil,2016,82589.0,11.74,8680.73542054827,0.755,74.4415,7.731040001,14143.48937
Brasil,2017,56362.0,12.93,9896.7175109967,0.759,74.8266,7.851759911,14253.07502
Brasil,2018,67934.0,12.46,9121.02009249958,0.764,75.1095,7.982019901,14258.48421
Brasil,2019,69186.0,12.05,8845.3239312417,0.766,75.3379,8.128813955,14367.23924
Brasil,2020,56880.0,13.93,6923.70019715065,0.758,74.0089,8.128813955,13790.71143
Brasil,2021,20376.0,13.34,7696.78553127562,0.754,72.7504,8.128813955,14369.88848
Canadá,1990,145270.0,,21526.3477015733,0.86,77.4308,10.74998669,32265.05693
Canadá,1991,127381.0,10.32,21846.3002484754,0.864,77.5917,10.92090034,31151.3392
Canadá,1992,123633.0,11.2,20949.9332652006,0.868,77.8501,11.09453135,30860.22694
Canadá,1993,129514.0,11.38,20186.9885013146,0.866,77.7229,11.26816235,31256.54129
Canadá,1994,132870.0,10.4,19997.6237373354,0.872,77.8991,11.44179335,32194.40915
Canadá,1995,137472.0,9.49,20678.9504415585,0.876,78.0194,11.61542435,33083.65555
Canadá,1996,150516.0,9.62,21296.6344215798,0.879,78.271,11.78905535,33501.50766
Canadá,1997,140171.0,9.1,21901.5940426502,0.88,78.4642,11.96268635,34544.13417
Canadá,1998,126335.0,8.28,21024.509932241,0.879,78.6739,12.13631735,34953.18758
Canadá,1999,143541.0,7.58,22315.1742893999,0.884,78.8851,12.30994835,36659.40381
Canadá,2000,201617.0,6.83,24271.0020563821,0.89,79.2335,12.48357935,39187.81706
Canadá,2001,224357.0,7.22,23821.4455867378,0.892,79.4507,12.65721035,39215.06519
Canadá,2002,206028.0,7.66,24255.3385818322,0.894,79.568,12.78942223,39652.78959
Canadá,2003,182430.0,7.57,28300.4630963791,0.897,79.7396,12.9216341,40744.97969
Canadá,2004,193282.0,7.19,32143.6814078562,0.901,80.0332,13.05384598,42348.34631
Canadá,2005,204710.0,6.76,36382.5079164537,0.903,80.1364,13.18605785,43853.09064
Canadá,2006,202483.0,6.32,40504.0607253203,0.907,80.5466,13.31826973,44888.05769
Canadá,2007,210817.0,6.04,44659.8951408034,0.908,80.5495,13.36716785,45839.73439
Canadá,2008,237962.0,6.14,46710.5055759013,0.91,80.7388,13.41606598,46460.70616
Canadá,2009,240878.0,8.34,40876.3101540295,0.909,81.0737,13.4649641,43109.91336
Canadá,2010,227724.0,8.06,47562.0834253057,0.911,81.3469,13.51386223,44528.55397
Canadá,2011,228828.0,7.51,52223.696112356,0.915,81.5286,13.56276035,45969.25364
Canadá,2012,245309.0,7.29,52669.0899632316,0.921,81.7221,13.59659233,46117.10158
Canadá,2013,242475.0,7.07,52635.1749580433,0.923,81.8029,13.63042431,46909.89758
Canadá,2014,195649.0,6.91,50955.9983232404,0.925,81.8545,13.66425629,47500.43097
Canadá,2015,232738.0,6.91,43596.1355365546,0.926,81.9246,13.69808826,46417.51312
Canadá,2016,320494.0,7.0,42315.6037056806,0.928,82.0434,13.73192024,46340.41847
Canadá,2017,361274.0,6.34,45129.4292980922,0.931,82.0192,13.76600456,47702.63749
Canadá,2018,417974.0,5.83,46547.7951820036,0.933,82.0508,13.80017348,48156.0
Canadá,2019,391914.0,5.66,46374.1527517191,0.937,82.3628,13.83442722,48464.81227
Canadá,2020,195181.0,9.46,43349.677855557,0.931,82.0471,13.83442722,45038.07302
Canadá,2021,195181.0,7.46,52358.6216405155,0.936,82.6565,13.83442722,46807.98619
Chile,1990,-5253.0,,2481.73974319514,0.706,72.574,8.387270623,9441.116542
Chile,1991,-2214.0,5.23,2789.80965900781,0.715,73.5741,8.466750993,10021.48402
Chile,1992,17.0,4.35,3335.06495861957,0.723,74.1354,8.546231363,11052.43606
Chile,1993,1196.0,4.49,3521.71181417856,0.716,74.1953,8.625711733,11662.75178
Chile,1994,1931.0,5.87,4011.6941359298,0.722,74.6139,8.705192103,11939.25855
Chile,1995,2490.0,4.7,5094.50548395194,0.728,74.6085,8.784672473,12867.24646
Chile,1996,2980.0,7.41,5376.14943272643,0.735,74.8988,8.857878077,13623.26803
Chile,1997,3536.0,7.14,5788.85994826956,0.744,75.5958,8.931083681,14454.45044
Chile,1998,4240.0,7.31,5467.5708766888,0.749,75.6695,9.004289285,14996.25315
Chile,1999,4988.0,11.16,4981.19110628657,0.755,76.0176,9.077494889,14667.5739
Chile,2000,5790.0,10.49,5097.11493718915,0.763,76.8695,9.150700493,15184.59631
Chile,2001,6720.0,10.39,4606.89056424429,0.768,76.7726,9.288745346,15543.3396
Chile,2002,7828.0,10.17,4479.17504395379,0.775,77.4445,9.426790199,15777.36163
Chile,2003,9266.0,9.77,4824.22054120463,0.779,77.3867,9.564835053,15913.68731
Chile,2004,11515.0,10.16,6185.51479184893,0.787,77.6161,9.702879906,16471.77444
Chile,2005,14336.0,9.34,7561.8305480446,0.795,78.0159,9.736940066,17110.97596
Chile,2006,17348.0,9.02,9418.0627175215,0.796,78.261,9.771000226,17183.47403
Chile,2007,20188.0,8.43,10461.3660887507,0.801,77.8258,9.805060387,17994.32625
