Country Name,Año,Migración neta,Desempleo,PIB per cápita (US$ a precios actuales),hdi,Esperanza_vida,Año_prom_esc,PBI_per_cap_aj
Panamá,2011,5167.0,4.05,9403.43990821634,0.779,76.6269,9.416856766,22130.70521
Panamá,2012,5447.0,3.717,10767.2931788172,0.785,76.8185,9.557323456,23552.35182
Panamá,2013,5926.0,3.703,11932.2862205866,0.79,77.0378,9.697790146,24829.3662
Panamá,2014,7105.0,4.419,12837.2479584282,0.794,77.2478,9.838256836,24968.40656
Panamá,2015,8648.0,4.368,13669.5594424097,0.8,77.4684,9.978723526,26599.68394
Panamá,2016,10109.0,4.759,14382.2323819969,0.805,77.6529,10.11919022,27197.93332
Panamá,2017,11059.0,5.392,15185.9724813803,0.811,77.7954,10.25965691,28606.48873
Panamá,2018,11130.0,5.218,16156.0742942819,0.814,77.8629,10.4001236,28869.22802
Panamá,2019,10623.0,6.33,16472.8317548406,0.817,77.8103,10.54059029,29342.25437
Panamá,2020,5473.0,14.114,13293.3332050433,0.801,76.657,10.54059029,23694.26665
Panamá,2021,5473.0,10.301,15491.2897902482,0.805,76.2233,10.54059029,26956.83707
Perú,1990,-35982.0,,1194.54830200693,0.621,65.1059,7.781378166,4943.405647
Perú,1991,-61663.0,4.652,1520.67736235824,0.625,65.4342,7.838587107,5137.237402
Perú,1992,-51779.0,4.8,1560.54650443571,0.625,66.1489,7.896216649,4990.049823
Perú,1993,-51720.0,4.578,1481.34098915924,0.629,66.6814,7.954269886,5133.395794
Perú,1994,-39297.0,4.324,1871.3921088991,0.639,67.2268,8.012749932,5629.329259
Perú,1995,-46443.0,4.544,2180.56663897168,0.647,67.6445,8.071229978,5912.585584
Perú,1996,-38694.0,4.769,2218.32174731966,0.651,68.1474,8.129710024,6041.510865
Perú,1997,-32467.0,4.64,2292.39651714831,0.656,68.6052,8.18819007,6334.454835
Perú,1998,-35941.0,4.975,2149.70106301576,0.664,69.082,8.246670116,6260.683714
Perú,1999,-60881.0,4.92,1911.73501688306,0.673,69.7427,8.305150162,6251.097403
Perú,2000,-94554.0,4.898,1941.318259717,0.676,70.424,8.363630208,6297.773346
Perú,2001,-128827.0,5.027,1925.97942030475,0.684,71.0409,8.422110254,6293.027047
Perú,2002,-157162.0,4.84,2003.97108061855,0.685,71.6608,8.4805903,6529.782834
Perú,2003,-181202.0,4.15,2126.13782387391,0.684,72.2166,8.539070346,6672.764496
Perú,2004,-194133.0,4.71,2393.66589710452,0.69,72.668,8.597550392,6813.762314
Perú,2005,-221582.0,4.87,2702.23770075461,0.686,72.9858,7.924409866,7094.575199
Perú,2006,-231739.0,4.17,3123.32015935927,0.691,73.1721,7.928460121,7385.388794
Perú,2007,-236705.0,4.08,3572.36358879114,0.7,73.2227,8.18680954,7970.525079
Perú,2008,-235263.0,4.03,4184.88598248749,0.708,73.3772,8.187299728,8722.217969
Perú,2009,-219304.0,3.96,4164.97048299155,0.711,73.4661,8.217120171,8806.392101
Perú,2010,-181284.0,3.6,5047.2046433225,0.725,73.7106,8.865139961,9317.266284
Perú,2011,-148270.0,3.48,5826.83230656078,0.732,74.1327,8.887160301,9796.887413
Perú,2012,-118758.0,3.24,6475.71941703429,0.742,74.544,9.082159996,10448.87879
Perú,2013,-95149.0,3.57,6697.18768268879,0.75,74.9668,9.136059761,11112.59152
Perú,2014,-50381.0,3.21,6614.83049889676,0.755,75.3334,9.151889801,11339.08417
Perú,2015,2462.0,3.27,6180.11879937394,0.759,75.6206,9.094240189,11705.74373
Perú,2016,80725.0,3.74,6163.86117862599,0.765,75.789,9.314760208,11899.5399
Perú,2017,104242.0,3.69,6676.3077877014,0.77,75.879,9.535280228,11931.12893
Perú,2018,326831.0,3.49,6912.10462268352,0.776,76.0089,9.755800247,12142.66015
Perú,2019,136558.0,3.38,6955.88176963678,0.78,76.1559,9.885518863,12303.68873
Perú,2020,79456.0,7.18,6063.62657980167,0.762,73.6655,9.885518863,10916.70628
Perú,2021,68012.0,5.1,6635.46392344859,0.762,72.3769,9.885518863,12245.89366
Paraguay,1990,-4689.0,,1431.83920038625,0.595,67.9441,5.684462242,8212.272417
Paraguay,1991,-5420.0,5.1,1675.7136434161,0.6,68.1729,5.782122307,8132.944682
Paraguay,1992,-6032.0,4.98,1673.44837156734,0.605,68.3952,5.88146019,7980.975906
Paraguay,1993,-6432.0,5.06,1652.8043214394,0.612,68.6334,5.982504715,8120.487152
Paraguay,1994,-6996.0,4.41,1750.93547791783,0.617,68.8237,6.083549239,8187.072941
Paraguay,1995,-7653.0,3.4,1968.35248659417,0.623,69.0092,6.184593764,8360.485898
Paraguay,1996,-8273.0,8.15,2077.4848286906,0.632,69.2017,6.285638289,8800.24637
Paraguay,1997,-8707.0,5.36,2068.20837812986,0.638,69.3249,6.386682814,8673.80132
Paraguay,1998,-9279.0,4.42,1880.89316502001,0.644,69.4779,6.487727339,8479.868689
Paraguay,1999,-11357.0,5.34,1758.26019288757,0.649,69.6342,6.588771863,8170.28664
Paraguay,2000,-15880.0,7.61,1728.34074341006,0.649,69.7502,6.689816388,7479.681232
Paraguay,2001,-27672.0,6.21,1630.1908460827,0.655,69.8997,6.790860913,7372.0369
Paraguay,2002,-36917.0,9.39,1361.24928059287,0.662,70.025,6.891905438,7400.037724
Paraguay,2003,-39940.0,6.81,1436.76490433294,0.655,70.297,6.992949963,6982.835568
Paraguay,2004,-40910.0,6.51,1776.93225816866,0.662,70.4809,7.170140028,7313.92887
Paraguay,2005,-42163.0,4.82,1960.51476554933,0.664,70.5269,7.347330093,7430.442505
Paraguay,2006,-44565.0,5.28,2426.41709770871,0.664,70.7809,7.069910049,7967.30967
Paraguay,2007,-45914.0,4.71,3194.26298162817,0.669,71.1061,7.153329849,8677.024029
Paraguay,2008,-44677.0,4.42,4360.42910071309,0.679,71.3838,7.389259815,9225.986476
Paraguay,2009,-40108.0,5.46,3920.18607347104,0.677,71.6345,6.974229813,9041.02233
Paraguay,2010,-26173.0,4.57,4702.91576988272,0.685,71.8872,7.241386573,9908.752523
Paraguay,2011,-20435.0,4.67,5772.99550988836,0.696,72.1314,7.508543332,10334.62582
Paraguay,2012,-17761.0,4.09,5621.24402638513,0.702,72.4536,7.775700092,10038.18831
Paraguay,2013,-17238.0,4.38,6435.82655022784,0.715,72.7568,8.290029526,10762.37759
Paraguay,2014,-16990.0,5.03,6629.4265185753,0.716,72.8777,8.247850418,11221.46549
Paraguay,2015,-16833.0,4.56,5861.38972416093,0.723,73.1905,8.524069786,11388.39108
Paraguay,2016,-16734.0,5.25,5759.01833315657,0.721,73.5336,8.351449966,11681.90319
Paraguay,2017,-16628.0,4.61,6136.05835430284,0.724,73.6436,8.468514919,12174.12219
Paraguay,2018,-16470.0,6.22,6242.96150239538,0.727,73.5676,8.585579872,12402.40912
Paraguay,2019,-16270.0,6.59,5807.83881414187,0.732,73.6207,8.810709953,12241.66584
Paraguay,2020,-8230.0,7.55,5353.34804464198,0.73,73.1816,8.861840248,12015.54396
Paraguay,2021,-8230.0,7.31,5959.44176327886,0.717,70.2617,8.861840248,12349.286
El Salvador,1990,-39690.0,,897.59298208612,0.525,62.5504,3.729339234,5142.350799
El Salvador,1991,-50621.0,7.53,961.778992029035,0.536,63.8556,3.847328115,5172.174624
El Salvador,1992,-48228.0,7.88,1047.04315726038,0.548,64.6574,3.969049931,5496.950396
El Salvador,1993,-76214.0,9.94,1186.34072499191,0.558,65.2351,4.094622782,5736.352952
El Salvador,1994,-82069.0,7.68,1348.90791173359,0.568,65.8384,4.220195634,5955.639848
El Salvador,1995,-89307.0,7.65,1552.13020783046,0.578,66.3297,4.345768486,6195.885277
El Salvador,1996,-92279.0,7.68,1653.63054885685,0.587,67.0758,4.471341337,6165.814936
El Salvador,1997,-93078.0,7.98,1749.50183461649,0.597,67.8953,4.596914189,6250.464489
El Salvador,1998,-97089.0,7.1,1858.37139425221,0.605,68.4785,4.722487041,6365.961908
El Salvador,1999,-98364.0,7.3,1904.87490234395,0.609,69.3793,4.848059893,6378.980593
El Salvador,2000,-97219.0,6.96,1977.84061443838,0.617,69.8647,4.973632744,6432.215581
El Salvador,2001,-93347.0,6.96,2051.15877420114,0.619,69.5982,5.099205596,6443.979106
El Salvador,2002,-92034.0,6.2,2106.73946874831,0.626,70.2324,5.224778448,6478.709785
El Salvador,2003,-91736.0,6.9,2197.48200095937,0.631,70.1401,5.3503513,6499.706918
El Salvador,2004,-89193.0,6.8,2273.95550275819,0.636,70.3402,5.475924151,6517.95534
El Salvador,2005,-91042.0,7.22,2434.32353117029,0.641,70.4403,5.601497003,6662.02182
El Salvador,2006,-89964.0,6.57,2651.43088765876,0.646,70.7732,5.727069855,6967.812746
El Salvador,2007,-56863.0,6.41,2814.58988893523,0.651,71.1081,5.526669979,7072.6786
El Salvador,2008,-56087.0,5.88,2964.172140237,0.653,71.4236,6.029550076,7238.858093
El Salvador,2009,-55962.0,7.33,2889.68588721937,0.653,71.5756,6.130139828,6984.857474
El Salvador,2010,-54686.0,4.89,3017.3073947577,0.659,71.8478,6.339930058,7122.917511
El Salvador,2011,-53440.0,4.3,3304.97418347889,0.661,71.8589,6.209420204,7355.606685
El Salvador,2012,-50554.0,3.84,3471.05126865498,0.664,71.8313,6.366330147,7447.703934
El Salvador,2013,-49086.0,3.69,3555.16209958481,0.667,71.7711,6.434329987,7541.352768
El Salvador,2014,-49130.0,4.15,3638.51765819162,0.666,71.7464,6.528739929,7634.715924
El Salvador,2015,-51282.0,4.0,3761.51368000275,0.668,71.8143,6.623149872,7765.297992
El Salvador,2016,-47499.0,4.42,3870.31298246063,0.671,72.0248,6.717559814,7879.035883
El Salvador,2017,-50616.0,4.39,3986.04901435439,0.674,72.3108,6.825099945,7984.420771
El Salvador,2018,-54158.0,4.01,4145.86235103186,0.68,72.5546,6.968569994,8136.126957
El Salvador,2019,-55143.0,4.17,4280.28840404719,0.683,72.5586,7.112040043,8338.88639
El Salvador,2020,-25214.0,5.02,3961.72663347599,0.672,71.0609,7.150929928,7558.531908
El Salvador,2021,-27343.0,4.35,4664.31122268385,0.675,70.7479,7.150929928,8295.665889
Trinidad y Tobago,1990,-7878.0,,4001.52228393122,0.66,68.272,7.252180099,10497.63719
Trinidad y Tobago,1991,-7149.0,18.52,4159.07072923949,0.665,68.8595,7.421411779,10649.47368
Trinidad y Tobago,1992,-6650.0,19.66,4231.46206009518,0.663,68.3914,7.590643459,10420.72124
Trinidad y Tobago,1993,-6554.0,19.81,3608.64393343467,0.667,68.8113,7.759875139,10300.6617
Trinidad y Tobago,1994,-6615.0,18.44,3801.45083490484,0.67,68.5109,7.929106818,10468.88734
Trinidad y Tobago,1995,-6723.0,17.22,4074.88014159856,0.678,69.17,8.098338498,10801.6479
Trinidad y Tobago,1996,-6827.0,16.25,4385.12364988723,0.684,69.0086,8.267570178,11548.07879
Trinidad y Tobago,1997,-6865.0,15.01,4352.82768105895,0.69,68.719,8.436801857,12703.82988
Trinidad y Tobago,1998,-6730.0,14.21,4569.64697075733,0.7,69.1599,8.606033537,13903.94721
Trinidad y Tobago,1999,-6103.0,13.12,5130.86607098351,0.703,68.3771,8.775265217,14958.86422
Trinidad y Tobago,2000,-5185.0,12.1,6120.94594259561,0.712,69.1022,8.944496897,15643.28331
Trinidad y Tobago,2001,-4252.0,10.88,6592.75901987842,0.721,69.6462,9.113728576,16521.25119
Trinidad y Tobago,2002,-3613.0,10.39,6692.82220628407,0.732,70.4878,9.282960256,17901.96486
Trinidad y Tobago,2003,-3472.0,10.48,8352.46315761855,0.737,69.729,9.452191936,20236.02008
Trinidad y Tobago,2004,-3504.0,8.33,9756.51327851947,0.752,71.0756,9.621423615,22429.82542
Trinidad y Tobago,2005,-3595.0,7.95,11673.8587533304,0.758,71.3077,9.790655295,23278.47647
Trinidad y Tobago,2006,-3684.0,6.27,13340.916273498,0.767,71.256,9.959886975,26206.36859
Trinidad y Tobago,2007,-3731.0,5.54,15627.2868179082,0.773,71.6523,10.12911865,26458.12469
Trinidad y Tobago,2008,-3624.0,4.63,20011.1482740497,0.777,71.4697,10.29835033,26585.5194
Trinidad y Tobago,2009,-3056.0,5.28,13682.76361003,0.787,73.126,10.30049992,26620.88515
Trinidad y Tobago,2010,-2230.0,4.03,15711.5381692036,0.79,72.7254,10.47030973,27481.11974
Trinidad y Tobago,2011,-1410.0,3.43,17910.317182181,0.794,73.2779,10.64011955,25456.22639
Trinidad y Tobago,2012,-880.0,3.72,18961.2335898402,0.8,73.7159,10.75685069,26253.28163
Trinidad y Tobago,2013,-796.0,2.68,19821.528649641,0.806,73.9623,10.87486246,27593.19075
Trinidad y Tobago,2014,-799.0,2.48,20327.9834550529,0.809,74.2152,10.99416892,27041.19649
Trinidad y Tobago,2015,-583.0,2.43,18389.5310289802,0.816,74.5032,11.11478428,28684.3759
Trinidad y Tobago,2016,-103.0,3.21,15991.1087914364,0.815,74.281,11.23672288,26827.84272
Trinidad y Tobago,2017,1446.0,3.309,16094.6667788294,0.817,74.2301,11.35999926,26543.37527
Trinidad y Tobago,2018,35502.0,3.405,16164.1613344567,0.815,73.8018,11.48462809,25315.95987
Trinidad y Tobago,2019,-19248.0,3.52,15690.9630952205,0.821,74.2279,11.61062419,25722.49253
Trinidad y Tobago,2020,2370.0,4.21,13871.7982158614,0.818,74.4056,11.61062419,23748.77675
Trinidad y Tobago,2021,2632.0,4.45,16032.502767725,0.81,72.9709,11.61062419,23392.02084
Uruguay,1990,-7498.0,,2983.24373634077,0.701,73.1617,7.151282631,10699.72084
Uruguay,1991,-7720.0,8.95,3574.11103095257,0.705,73.3051,7.189396058,11130.23386
Uruguay,1992,-7856.0,8.96,4083.46372168049,0.708,73.4412,7.227509486,11984.48622
Uruguay,1993,-7917.0,8.35,4729.92903911921,0.711,73.579,7.265622914,12230.23593
Uruguay,1994,-7951.0,9.04,5478.02236424802,0.716,73.7276,7.303736342,12993.59291
Uruguay,1995,-8333.0,10.02,6014.91852275368,0.717,73.896,7.341849769,12746.59981
Uruguay,1996,-7396.0,11.93,6358.16259728164,0.723,74.0876,7.466219902,13386.57815
Uruguay,1997,-6937.0,11.44,7386.51116129484,0.735,74.298,7.67811421,14520.43184
Uruguay,1998,-7043.0,9.36,7780.67859659831,0.744,74.5267,7.890008518,15075.17988
Uruguay,1999,-7439.0,10.47,7314.49095052925,0.747,74.7695,8.101902825,14797.83113
Uruguay,2000,-11074.0,12.63,6932.47832494715,0.753,75.0247,8.313797133,14447.51049
Uruguay,2001,-14628.0,15.05,6331.15676032344,0.76,75.2851,8.525691441,13863.30468
Uruguay,2002,-16958.0,16.65,4115.15461366223,0.764,75.5399,8.737585749,12897.16027
Uruguay,2003,-17099.0,16.66,3638.94354770831,0.77,75.7851,8.949480057,12446.62399
Uruguay,2004,-15661.0,12.98,4130.1001146777,0.77,76.0069,8.631463369,13048.45186
Uruguay,2005,-16092.0,12.01,5233.45717058668,0.768,76.1935,8.313446681,14226.02679
Uruguay,2006,-13159.0,10.84,5942.1266667126,0.768,76.3615,7.995429993,14884.97098
Uruguay,2007,-10752.0,9.4,7149.37463386796,0.771,76.4981,8.183539867,15828.80644
Uruguay,2008,-9460.0,8.03,9328.06585662206,0.774,76.623,8.371649742,16795.81997
Uruguay,2009,-8510.0,7.74,9780.73947340076,0.78,76.7384,8.372019768,17404.48653
Uruguay,2010,-7696.0,7.16,12512.5941268441,0.787,76.858,8.327150345,18614.31477
Uruguay,2011,-6982.0,6.31,14975.5625602187,0.794,76.9833,8.404020309,19578.65067
Uruguay,2012,-6318.0,6.45,16087.2520777973,0.798,77.111,8.478859901,19381.35212
Uruguay,2013,-5655.0,6.44,18140.8919180672,0.805,77.24,8.523880005,20666.30667
Uruguay,2014,-4914.0,6.55,18131.5788465661,0.808,77.3663,8.613840103,21004.10273
Uruguay,2015,-4156.0,7.49,16950.7533762432,0.811,77.4827,8.669449806,21439.38802
Uruguay,2016,-3506.0,7.84,16837.9403803049,0.815,77.5707,8.70388031,21673.66035
Uruguay,2017,-3090.0,7.89,18995.3970195554,0.819,77.6247,8.831359863,21733.37205
Uruguay,2018,-2963.0,8.34,19026.04961089,0.819,77.611,8.906729698,21730.72567
Uruguay,2019,-2902.0,8.73,18098.361548609,0.821,77.5085,8.982549667,21916.76822
Uruguay,2020,-1486.0,10.33,15650.4994274155,0.821,78.4298,8.982549667,20441.92913
Uruguay,2021,-1486.0,9.29,17923.9953327961,0.809,75.4356,8.982549667,21268.88122
Estados Unidos,1990,1421775.0,,23888.6000088133,0.872,75.3699,12.98377037,39472.3021
Estados Unidos,1991,1569223.0,6.8,24342.2589048189,0.873,75.5227,13.03085279,38997.77919
Estados Unidos,1992,1816509.0,7.5,25418.9907763319,0.878,75.7776,13.07793522,39677.08666
Estados Unidos,1993,1752153.0,6.9,26387.2937338171,0.88,75.567,13.12501764,40069.43868
Estados Unidos,1994,1806698.0,6.12,27694.853416234,0.884,75.7377,13.17210007,41280.44005
Estados Unidos,1995,1678815.0,5.65,28690.8757013347,0.885,75.8536,13.13735104,42183.13373
Estados Unidos,1996,1771618.0,5.45,29967.7127181749,0.887,76.1753,13.10260201,43533.95344
Estados Unidos,1997,1866819.0,5.0,31459.1389804773,0.89,76.498,13.06785297,45256.99435
Estados Unidos,1998,1799996.0,4.51,32853.6769523009,0.893,76.66,13.03310394,47253.20126
Estados Unidos,1999,1667953.0,4.22,34515.3902272076,0.889,76.6718,12.99835491,48806.13219
Estados Unidos,2000,1479676.0,3.99,36329.9560727102,0.891,76.8114,12.96360588,50420.86712
Estados Unidos,2001,1335725.0,4.73,37133.623113437,0.892,76.9285,12.92885685,50701.40306
Estados Unidos,2002,1168499.0,5.78,37997.7596573051,0.893,77.0005,12.89410782,50936.99207
Estados Unidos,2003,1074728.0,5.99,39490.2749557007,0.895,77.1536,12.85935879,51602.26263
Estados Unidos,2004,1200409.0,5.53,41724.6316287624,0.898,77.5581,12.82460976,53068.89741
Estados Unidos,2005,1129462.0,5.08,44123.4070679055,0.9,77.5573,12.8275404,54305.12642
Estados Unidos,2006,1113259.0,4.62,46302.0008800056,0.904,77.8386,12.91221046,55681.43355
Estados Unidos,2007,1108509.0,4.62,48050.2237771135,0.906,78.1004,12.95109034,55542.57264
Estados Unidos,2008,1095864.0,5.78,48570.0459804586,0.906,78.1958,12.98997021,54095.39699
Estados Unidos,2009,1031010.0,9.25,47194.9433547336,0.908,78.564,13.00603962,52795.10587
Estados Unidos,2010,1030731.0,9.63,48650.6431283336,0.911,78.7724,13.05183983,54265.33606
Estados Unidos,2011,1322433.0,8.95,50065.9665041742,0.913,78.82,13.10287952,54949.54774
Estados Unidos,2012,1323368.0,8.07,51784.4185738837,0.916,78.9441,13.14148045,56402.58237
Estados Unidos,2013,1320840.0,7.37,53291.1276891406,0.917,78.9507,13.20003033,56904.62415
Estados Unidos,2014,1250914.0,6.17,55123.8497869046,0.919,79.0175,13.22457981,58314.25546
Estados Unidos,2015,1221849.0,5.28,56762.7294515989,0.92,78.8694,13.25187969,59682.8778
Estados Unidos,2016,1449371.0,4.87,57866.7449341091,0.922,78.8482,13.34290981,59969.35653
Estados Unidos,2017,1377630.0,4.36,59907.754260885,0.924,78.8213,13.42226505,61186.46283
Estados Unidos,2018,1200796.0,3.9,62823.309438197,0.927,78.9896,13.50162029,62626.32702
Estados Unidos,2019,1158444.0,3.67,65120.3946628653,0.93,79.138,13.59252501,63614.86366
Estados Unidos,2020,675560.0,8.05,63528.6343027508,0.92,77.4144,13.68342972,61461.64197
Estados Unidos,2021,561580.0,5.35,70219.472454115,0.921,77.1982,13.68342972,64765.21509
Venezuela,1990,-80.0,,2461.03935458171,0.659,71.5319,5.338530064,16424.636
Venezuela,1991,-241.0,9.45,2642.78054146098,0.669,71.8318,5.474361926,17598.569
Venezuela,1992,-388.0,7.69,2918.60744646172,0.675,71.806,5.610193789,18235.914
Venezuela,1993,-487.0,6.6,2835.68756917898,0.676,71.9253,5.746025652,17875.116
Venezuela,1994,-567.0,8.56,2699.46478800824,0.675,71.8529,5.881857514,17071.451
Venezuela,1995,-633.0,10.24,3500.63267700734,0.679,72.1429,6.017689377,17364.324
Venezuela,1996,-717.0,11.77,3125.23778765472,0.679,72.1108,6.15352124,16965.033
Venezuela,1997,-825.0,11.16,3725.98811824077,0.685,72.7029,6.289353102,17681.472
Venezuela,1998,-1013.0,11.15,3886.03925411507,0.686,72.6681,6.425184965,17385.75
Venezuela,1999,-1388.0,14.53,4087.82934763162,0.682,72.2539,6.561016828,16027.197
Venezuela,2000,-2004.0,13.99,4795.63474784068,0.684,72.4775,6.696848691,16072.076
Venezuela,2001,-2852.0,13.04,4940.11390285531,0.689,71.2015,6.832680553,16343.749
Venezuela,2002,-3934.0,16.17,3667.20019363107,0.699,72.6618,6.968512416,14654.607
Venezuela,2003,-5730.0,16.78,3243.36880476351,0.693,71.9402,7.104344279,13301.808
Venezuela,2004,-10798.0,15.07,4287.63157891057,0.707,72.514,7.240176141,15485.932
Venezuela,2005,-18400.0,10.66,5456.32242533255,0.721,72.7825,7.376008004,16817.616
Venezuela,2006,-27239.0,8.61,6769.86841430715,0.732,72.7418,7.511839867,18193.572
Venezuela,2007,-36052.0,7.28,8369.23526829668,0.749,73.0583,7.989500046,19485.41
Venezuela,2008,-43636.0,6.25,11310.7781703527,0.756,72.436,8.13836956,20205.672
Venezuela,2009,-50286.0,6.1,11641.7991472317,0.756,72.5788,8.253210068,19268.248
Venezuela,2010,-52784.0,7.11,13692.9149666211,0.755,72.8901,8.687755108,18702.897
Venezuela,2011,-54377.0,6.9,10877.1123638816,0.762,72.913,9.122300148,19201.512
Venezuela,2012,-55130.0,6.6,12937.9275972349,0.767,73.0364,9.251977682,19990.746
Venezuela,2013,-57815.0,7.54,12433.9807853398,0.774,73.1962,9.381655216,19973.024
Venezuela,2014,-62437.0,6.865,15975.7293753361,0.77,72.8533,9.51133275,18928.272
Venezuela,2015,-77421.0,6.077,,0.767,73.0064,9.641010284,17510.852
Venezuela,2016,-283326.0,5.32,,0.757,72.0578,10.31229973,14482.668
Venezuela,2017,-817764.0,5.05,,0.744,71.943,10.57076027,12321.887
Venezuela,2018,-1356759.0,5.02,,0.738,71.9788,10.8356987,10431.452
Venezuela,2019,-976460.0,5.092,,0.721,72.1614,11.10727736,7045.248
Venezuela,2020,-525142.0,7.53,,0.695,71.0949,11.10727736,4908.065
Venezuela,2021,-525116.0,6.471,,0.691,70.5536,11.10727736,4810.882621
